variable,etiqueta_codebook,modulo,tipo_version,n_informativos,pct_valores_informativos,es_tecnica,es_residual,es_sensibilidad,decision_funcional,decision_modulo,justificacion
HLTINDRG,PRIVATE INSURANCE COVERS TRMT FOR DRUG ABUSE,HEALTH INSURANCE,Original u otra,20516,43.375,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
HLTINMNT,PRIVATE INSURANCE COVERS TRMT FOR MENTAL/EMOTIONAL PROBLEMS,HEALTH INSURANCE,Original u otra,23819,50.358,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
HLTINNOS,COVERED BY HEALTH INSUR (NOT OTHERWISE SPECIFIED),HEALTH INSURANCE,Original u otra,6101,12.899,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
MEDICARE,COVERED BY MEDICARE,HEALTH INSURANCE,Original u otra,45473,96.139,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
PRVHLTIN,COVERED BY PRIVATE INSURANCE,HEALTH INSURANCE,Original u otra,45337,95.852,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
EDFAM18,RC-EDITED INDICATOR: FAMILY IN HH 18 OR OLDER,HOUSEHOLD COMPOSITION (ROSTER),Original u otra,45742,96.708,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
NRCH17_2,RECODED # R's CHILDREN < 18 IN HOUSEHOLD,HOUSEHOLD COMPOSITION (ROSTER),Original u otra,45600,96.408,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
IREDUHIGHST2,EDUCATION - RECODED IMPUTATION REVISED,IMPUTED DEMOGRAPHICS,Imputada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
IRMARIT,IMPUTATION REVISED MARITAL STATUS,IMPUTED DEMOGRAPHICS,Imputada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
IRSEX,RESPONDENT SEX - IMPUTATION REVISED,IMPUTED DEMOGRAPHICS,Imputada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
IRWRKSTAT,EMPLOYMENT STATUS - IMPUTATION REVISED,IMPUTED EMPLOYMENT,Imputada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
IRWRKSTAT18,EMPLOYMENT STATUS 18+ - IMPUTATION REVISED,IMPUTED EMPLOYMENT,Imputada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
IRCHMPUS,CHAMPUS - IMPUTATION REVISED,IMPUTED HEALTH INSURANCE,Imputada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
IRMCDCHP,MEDICAID/CHIP - IMPUTATION REVISED,IMPUTED HEALTH INSURANCE,Imputada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
IRMEDICR,MEDICARE - IMPUTATION REVISED,IMPUTED HEALTH INSURANCE,Imputada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
IROTHHLT,OTHER HEALTH INSURANCE - IMPUTATION REVISED,IMPUTED HEALTH INSURANCE,Imputada,6496,13.734,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
IRPRVHLT,PRIVATE HEALTH INSURANCE - IMPUTATION REVISED,IMPUTED HEALTH INSURANCE,Imputada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
IRHH65_2,REC - IMPUTATION-REVISED # OF PER IN HH AGED>=65,IMPUTED HOUSEHOLD COMPOSITION (ROSTER),Imputada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
IRHHSIZ2,RECODE - IMPUTATION-REVISED # PERSONS IN HH,IMPUTED HOUSEHOLD COMPOSITION (ROSTER),Imputada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
IRKI17_2,RECODE - IMPUTATION-REVISED # KIDS AGED<18 IN HH,IMPUTED HOUSEHOLD COMPOSITION (ROSTER),Imputada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
IRFAMIN3,RECODE - TOT FAM INCOME - IMPUTATION REVISED,IMPUTED INCOME,Imputada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
IRFAMPMT,FAM RECEIVE PUBLIC ASSIST - IMPUTATION REVISED,IMPUTED INCOME,Imputada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
IRFAMSOC,FAM RECEIVE SS OR RR PAYMENTS - IMPUTATION REVISED,IMPUTED INCOME,Imputada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
IRFAMSSI,FAM RECEIVE SSI - IMPUTATION REVISED,IMPUTED INCOME,Imputada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
IRFAMSVC,FAM REC WELFARE/JOB PL/CHILDCARE - IMPUTATION REVISED,IMPUTED INCOME,Imputada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
IRFSTAMP,RESP/OTH FAM MEM REC FOOD STAMPS - IMPUTATION REVISED,IMPUTED INCOME,Imputada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
IRPINC3,RECODE -RESP TOT INCOME - IMPUTATION REVISED,IMPUTED INCOME,Imputada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
IRWELMOS,NO OF MONTHS ON WELFARE - IMPUTATION REVISED,IMPUTED INCOME,Imputada,1905,4.028,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
IRPMNICDEP,NICOTINE DEPENDENCE IN PAST MONTH - IMPUTATION REVISED,IMPUTED NICOTINE DEPENDENCE,Imputada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
IINPCOLDREC,NONPRESCRIPTION COUGH OR COLD MEDS RECENCY - IMPUTATION IND,IMPUTED SPECIAL DRUGS,Imputada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
IRGHBREC,GHB RECENCY - IMPUTATION REVISED,IMPUTED SPECIAL DRUGS,Imputada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
IRNPCOLDREC,NONPRESCRIPTION COUGH OR COLD MEDS RECENCY - IMPUTATION REV,IMPUTED SPECIAL DRUGS,Imputada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
IRPYSEV5ALC,ALCOHOL USE DISORDER SEVERITY IN THE PAST YEAR - IMP REV,IMPUTED SUBSTANCE USE DISORDER,Imputada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
IRPYSEV5COC,COCAINE USE DISORDER SEVERITY IN THE PAST YEAR - IMP REV,IMPUTED SUBSTANCE USE DISORDER,Imputada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
IRPYSEV5HAL,HALLUCINOGEN USE DISORDER SEVERITY IN THE PAST YR - IMP REV,IMPUTED SUBSTANCE USE DISORDER,Imputada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
IRPYSEV5HER,HEROIN USE DISORDER SEVERITY IN THE PAST YEAR - IMP REV,IMPUTED SUBSTANCE USE DISORDER,Imputada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
IRPYSEV5INH,INHALANT USE DISORDER SEVERITY IN THE PAST YEAR - IMP REV,IMPUTED SUBSTANCE USE DISORDER,Imputada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
IRPYSEV5MRJ,MARIJUANA USE DISORDER SEVERITY IN THE PAST YEAR - IMP REV,IMPUTED SUBSTANCE USE DISORDER,Imputada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
IRPYSEV5MTH,METHAMPHETAMINE USE DISORDER SEVERITY IN PAST YR - IMP REV,IMPUTED SUBSTANCE USE DISORDER,Imputada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
IRPYUD5ALC,ALCOHOL USE DISORDER IN THE PAST YEAR - IMP REV,IMPUTED SUBSTANCE USE DISORDER,Imputada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
IRPYUD5COC,COCAINE USE DISORDER IN THE PAST YEAR - IMP REV,IMPUTED SUBSTANCE USE DISORDER,Imputada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
IRPYUD5HAL,HALLUCINOGEN USE DISORDER IN THE PAST YEAR - IMP REV,IMPUTED SUBSTANCE USE DISORDER,Imputada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
IRPYUD5HER,HEROIN USE DISORDER IN THE PAST YEAR - IMP REV,IMPUTED SUBSTANCE USE DISORDER,Imputada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
IRPYUD5INH,INHALANT USE DISORDER IN THE PAST YEAR - IMP REV,IMPUTED SUBSTANCE USE DISORDER,Imputada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
IRPYUD5MRJ,MARIJUANA USE DISORDER IN THE PAST YEAR - IMP REV,IMPUTED SUBSTANCE USE DISORDER,Imputada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
IRPYUD5MTH,METHAMPHETAMINE USE DISORDER IN THE PAST YEAR - IMP REV,IMPUTED SUBSTANCE USE DISORDER,Imputada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
IRSEVPNRMIS,"PAIN RELIEVER USE DISORDER SEVERITY, PY MISUSERS - IMP REV",IMPUTED SUBSTANCE USE DISORDER,Imputada,374,0.791,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
IRSEVPNRUNM2,"PAIN RELIEVER USE DIS SEV, PY USERS BUT NOT MISUSERS-IMP REV",IMPUTED SUBSTANCE USE DISORDER,Imputada,410,0.867,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
IRSEVSEDMIS,"SEDATIVE USE DISORDER SEVERITY, PY MISUSERS - IMP REV",IMPUTED SUBSTANCE USE DISORDER,Imputada,48,0.101,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
IRSEVSEDUNM,"SEDATIVE USE DIS SEV, PY USERS BUT NOT MISUSERS - IMP REV",IMPUTED SUBSTANCE USE DISORDER,Imputada,112,0.237,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
IRSEVSTMMIS,"STIMULANT USE DISORDER SEVERITY, PY MISUSERS - IMP REV",IMPUTED SUBSTANCE USE DISORDER,Imputada,178,0.376,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
IRSEVSTMUNM,"STIMULANT USE DIS SEV, PY USERS BUT NOT MISUSERS - IMP REV",IMPUTED SUBSTANCE USE DISORDER,Imputada,269,0.569,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
IRSEVTRQMIS,"TRANQUILIZER USE DISORDER SEVERITY, PY MISUSERS - IMP REV",IMPUTED SUBSTANCE USE DISORDER,Imputada,157,0.332,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
IRSEVTRQUNM,"TRANQUILIZER USE DIS SEV, PY USERS BUT NOT MISUSERS-IMP REV",IMPUTED SUBSTANCE USE DISORDER,Imputada,175,0.37,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
IRUD5PNRMIS,"PAIN RELIEVER USE DISORDER, PY MISUERS - IMP REV",IMPUTED SUBSTANCE USE DISORDER,Imputada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
IRUD5PNRUNM2,"PAIN RELIEVER USE DISORD, PY USERS BUT NOT MISUSERS-IMP REV",IMPUTED SUBSTANCE USE DISORDER,Imputada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
IRUD5SEDMIS,"SEDATIVE USE DISORDER, PY MISUSERS - IMP REV",IMPUTED SUBSTANCE USE DISORDER,Imputada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
